,negotiable_price,price,guaranteed_authentic_brand,brand,case_plated,case_material,bezel_plated,bezel_material,bracelet_plated,bracelet_material,clasp_plated,clasp_material,dial,core_model,model_variant,year_of_production,is_year_of_production_estimate,age_in_years_2026,original_box,original_papers,movement,clasp,number_of_jewels
2488,False,2750,False,cartier,False,,False,,False,lizard skin,False,,champagne,,,1990,True,36,0.0,1.0,manual winding,,17
2489,True,4795,False,cartier,False,steel,False,steel,False,alligator skin,False,steel,silver,Santos Dumont,Standard,2025,False,1,1.0,1.0,quartz,buckle,
2490,False,7900,False,cartier,False,steel,False,steel,False,steel,False,steel,blue,Santos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,23
2491,False,7499,False,cartier,False,white gold,False,white gold,False,leather,False,white gold,silver,Tank Américaine,Standard,,False,,0.0,1.0,automatic,fold clasp,
2492,True,8725,False,cartier,False,steel,False,steel,False,steel,False,steel,blue,Santos,Standard,2023,True,3,1.0,1.0,automatic,fold clasp,23
2493,True,3295,False,cartier,False,steel,False,,False,steel,False,,silver,Tank,Solo,,False,,0.0,1.0,automatic,,
2494,True,3210,False,cartier,False,steel,False,,False,steel,False,,white,Tank Française,Standard,2000,True,26,0.0,1.0,automatic,,
2495,True,6995,False,cartier,False,steel,False,steel,False,alligator skin,False,steel,black,Ballon Bleu,Standard,,False,,0.0,1.0,automatic,fold clasp,
2496,False,3400,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,white,Santos,Standard,1990,True,36,1.0,1.0,automatic,fold clasp,
2497,False,3500,False,cartier,False,steel,False,,False,,False,steel,silver,Tank,Standard,2022,False,4,1.0,1.0,,buckle,
2498,True,11200,False,cartier,False,steel,False,,False,gold/steel,False,,silver,Pasha,Standard,2024,False,2,1.0,1.0,automatic,,
2499,False,8495,False,cartier,False,steel,False,steel,False,leather,False,steel,black,Santos Dumont,Standard,2026,False,0,1.0,1.0,manual winding,buckle,18
2500,False,8833,True,cartier,False,gold/steel,False,yellow gold,False,,False,,red,Santos,Standard,,False,,0.0,1.0,automatic,,
2501,False,1975,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Unknown/Other,Standard,,False,,0.0,1.0,quartz,buckle,
2502,True,2250,False,cartier,False,,False,,False,leather,False,,white,Unknown/Other,Standard,,False,,0.0,1.0,quartz,,
2503,False,4595,False,cartier,False,steel,False,steel,False,steel,False,,silver,Ballon Bleu,Standard,,False,,0.0,1.0,automatic,,
2504,False,70000,False,cartier,False,platinum,False,,False,leather,False,,silver,Unknown/Other,Standard,2025,False,1,1.0,1.0,manual winding,,
2505,False,6195,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Santos 100,Standard,,False,,0.0,1.0,automatic,double-fold clasp,
2506,False,35230,False,cartier,False,steel,False,steel,False,leather,False,steel,skeletonized,Santos Dumont,Standard,2026,False,0,1.0,1.0,automatic,buckle,33
2507,False,4999,False,cartier,False,steel,False,steel,False,steel,False,,silver,Panthère,Standard,2025,False,1,1.0,1.0,quartz,,
2508,False,2484,False,cartier,False,steel,False,,False,,False,,black,Pasha,Standard,1990,True,36,0.0,1.0,automatic,,
2509,True,8500,False,cartier,False,steel,False,,False,crocodile skin,False,,silver,Rotonde de Cartier,Standard,2017,False,9,1.0,1.0,automatic,,
2510,True,6995,False,cartier,False,steel,False,,False,steel,False,,grey,Santos,Standard,,False,,0.0,1.0,automatic,,
2511,False,6233,True,cartier,False,gold/steel,False,,False,rubber,False,,black,Calibre de Cartier,Diver,,False,,1.0,1.0,automatic,,
2512,False,2695,False,cartier,False,silver,False,silver,False,leather,False,,black,Tank,Vermeil,1990,True,36,0.0,1.0,manual winding,buckle,4
2513,False,7595,False,cartier,False,steel,False,,False,leather,False,,black,Santos Dumont,Standard,2024,False,2,1.0,1.0,,,
2514,False,,False,cartier,False,platinum,False,,False,leather,False,,skeletonized,Crash,Standard,,False,,0.0,1.0,manual winding,,
2515,True,4250,False,cartier,False,steel,False,steel,False,leather,False,steel,black,Calibre de Cartier,Standard,2010,True,16,0.0,1.0,automatic,"fold clasp, hidden",
2516,False,14000,False,cartier,False,rose gold,False,,False,leather,False,,white,Tank Louis,Standard,2025,False,1,1.0,1.0,automatic,,
2517,False,16900,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,champagne,Panthère,Standard,,False,,1.0,1.0,quartz,"fold clasp, hidden",
2518,True,3890,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Pasha,Standard,2004,False,22,1.0,1.0,automatic,fold clasp,30
2519,True,3495,False,cartier,False,steel,False,,False,steel,False,,silver,Tank,Solo,,False,,0.0,1.0,automatic,,
2520,True,5395,False,cartier,False,steel,False,rose gold,False,crocodile skin,False,steel,silver,Santos Dumont,Standard,,False,,1.0,1.0,quartz,buckle,
2521,False,10999,False,cartier,False,gold/steel,False,,False,gold/steel,False,,silver,Panthère,Standard,2026,False,0,1.0,1.0,quartz,,
2522,False,8950,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,,silver,Panthère,Standard,2023,False,3,1.0,1.0,quartz,fold clasp,
2523,False,4195,False,cartier,False,,False,,False,,False,,,Santos 100,Standard,,False,,0.0,1.0,,,
2524,False,8400,False,cartier,False,steel,False,steel,False,steel,False,steel,grey,Santos,Standard,2024,False,2,1.0,1.0,automatic,,
2525,True,9500,False,cartier,False,yellow gold,False,,False,leather,False,yellow gold,silver,Tank Américaine,Standard,,False,,1.0,1.0,automatic,buckle,
2526,True,6499,False,cartier,False,gold/steel,False,steel,False,gold/steel,False,steel,silver,Ballon Bleu,Standard,,False,,0.0,1.0,automatic,double-fold clasp,
2527,False,8871,False,cartier,False,yellow gold,False,,False,leather,False,,white,Tank Louis,Standard,1970,True,56,1.0,1.0,manual winding,,
2528,False,74125,False,cartier,False,rose gold,False,rose gold,False,crocodile skin,False,rose gold,silver,Santos Dumont,Standard,,False,,1.0,1.0,quartz,buckle,
2529,True,40049,False,cartier,False,yellow gold,False,,False,crocodile skin,False,,silver,Tank,Standard,2024,False,2,1.0,1.0,manual winding,,
2530,False,68000,False,cartier,False,rose gold,False,rose gold,False,leather,False,rose gold,,Santos Dumont,Standard,,False,,0.0,1.0,quartz,buckle,
2531,False,5450,False,cartier,False,steel,False,steel,False,rubber,False,steel,blue,Calibre de Cartier,Diver,2019,False,7,1.0,1.0,automatic,buckle,27
2532,True,3350,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Tank,Solo,,False,,1.0,1.0,quartz,fold clasp,
2533,False,38400,False,cartier,False,yellow gold,False,,False,crocodile skin,False,,silver,Tank,Standard,2023,False,3,1.0,1.0,manual winding,,
2534,True,3395,False,cartier,False,steel,False,,False,leather,False,,silver,Tank,Solo,,False,,0.0,1.0,automatic,,
2535,True,8875,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Tank,Standard,1999,False,27,1.0,1.0,quartz,fold clasp,
2536,False,42000,False,cartier,False,yellow gold,False,rose gold,False,yellow gold,False,rose gold,silver,Santos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,23
2537,False,5999,False,cartier,False,gold/steel,False,rose gold,False,crocodile skin,False,steel,silver,Santos Dumont,Standard,2020,False,6,1.0,1.0,quartz,buckle,
2538,False,5795,False,cartier,False,gold/steel,False,rose gold,False,alligator skin,False,steel,silver,Calibre de Cartier,Standard,2012,False,14,1.0,1.0,automatic,fold clasp,27
2539,True,10800,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Santos,Standard,2019,False,7,1.0,1.0,automatic,fold clasp,23
2540,False,7900,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Santos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,23
2541,True,8700,False,cartier,False,steel,False,steel,False,steel,False,steel,brown,Santos,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,23
2542,False,7570,False,cartier,False,white gold,False,,False,leather,False,white gold,silver,Tank Louis,Standard,,False,,0.0,1.0,quartz,buckle,
2543,False,4375,False,cartier,False,steel,False,steel,False,steel,False,,white,Santos,Standard,1980,True,46,0.0,1.0,automatic,,
2544,True,3800,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Tank Française,Standard,2000,True,26,0.0,1.0,quartz,double-fold clasp,25
2545,True,10500,False,cartier,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,white,Tank Louis,Standard,1980,False,46,0.0,1.0,manual winding,,17
2546,False,34500,False,cartier,False,yellow gold,False,,False,yellow gold,False,,white,Santos,Standard,2025,False,1,1.0,1.0,automatic,,
2547,False,8995,False,cartier,False,steel,False,yellow gold,False,gold/steel,False,,silver,Panthère,Standard,2025,False,1,1.0,1.0,,,
2548,True,3390,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Tank,Anglaise,2017,False,9,1.0,1.0,automatic,fold clasp,25
2549,False,6069,False,cartier,False,steel,False,steel,False,steel,False,steel,blue,Ballon Bleu,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,
2550,True,8499,False,cartier,False,rose gold,False,,False,satin,False,,white,Tank Française,Standard,,False,,0.0,1.0,quartz,fold clasp,
2551,False,10350,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,white,Santos,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,23
2552,False,2995,False,cartier,False,steel,False,steel,False,leather,False,steel,white,Tank,Solo,2019,False,7,1.0,1.0,quartz,fold clasp,4
2553,False,4250,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Tank,Standard,2026,False,0,1.0,1.0,quartz,fold clasp,
2554,True,3400,False,cartier,False,white gold,False,,False,leather,False,yellow gold,white,Unknown/Other,Standard,,False,,0.0,1.0,quartz,fold clasp,
2555,False,2200,False,cartier,False,silver,False,silver,False,leather,False,silver,white,,,1990,True,36,0.0,1.0,quartz,fold clasp,
2556,False,8850,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,silver,Pasha,Standard,2023,False,3,1.0,1.0,automatic,,
2557,False,4500,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Tank,Solo,2014,True,12,1.0,1.0,automatic,"fold clasp, hidden",
2558,False,4900,False,cartier,False,steel,False,steel,False,crocodile skin,False,steel,red,Tank,Standard,,False,,1.0,1.0,quartz,buckle,
2559,False,4950,False,cartier,False,steel,False,steel,False,rubber,False,steel,black,Calibre de Cartier,Diver,2015,False,11,1.0,1.0,automatic,buckle,
2560,False,7295,False,cartier,False,steel,False,,False,,False,,blue,Santos,Standard,2023,True,3,1.0,1.0,,,
2561,False,5999,False,cartier,False,steel,False,steel,False,crocodile skin,False,steel,silver,Santos Dumont,Standard,2021,True,5,1.0,1.0,manual winding,buckle,18
2562,False,8995,False,cartier,False,steel,False,steel,False,rubber,False,steel,black,Santos,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,23
2563,False,19999,False,cartier,False,white gold,False,,False,leather,False,white gold,silver,Unknown/Other,Standard,,False,,0.0,1.0,manual winding,fold clasp,
2564,True,4999,False,cartier,False,steel,False,steel,False,leather,False,steel,blue,Ballon Bleu,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,23
2565,False,4600,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,white,Santos,Standard,,False,,1.0,1.0,automatic,fold clasp,
2566,False,8500,False,cartier,False,steel,False,steel,False,steel,False,steel,blue,Santos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,23
2567,True,8400,False,cartier,False,white gold,False,,False,leather,False,,silver,Tank Américaine,Standard,2006,False,20,0.0,1.0,quartz,,
2568,True,3950,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Ballon Bleu,Standard,2016,False,10,1.0,1.0,automatic,fold clasp,21
2569,True,4649,False,cartier,False,gold/steel,False,,False,,False,,black,Tank Française,Standard,2010,False,16,1.0,1.0,,,
2570,False,6850,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Santos,Galbée,1990,True,36,0.0,1.0,automatic,fold clasp,21
2571,False,37260,False,cartier,False,rose gold,False,rose gold,False,alligator skin,False,rose gold,skeletonized,Santos Dumont,Standard,,False,,1.0,1.0,automatic,buckle,
2572,False,2999,False,cartier,False,,False,,False,,False,,brown,Tank,Standard,,False,,0.0,1.0,,,
2573,True,4895,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Santos,Galbée,,False,,0.0,1.0,quartz,fold clasp,
2574,True,12979,False,cartier,False,steel,False,steel,False,rubber,False,steel,green,Santos,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,23
2575,False,2099,False,cartier,False,,False,,False,leather,False,,brown,Tank,Standard,,False,,0.0,1.0,,,
2576,False,14950,False,cartier,False,yellow gold,False,,False,yellow gold,False,,silver,Baignoire,Standard,2024,False,2,1.0,1.0,quartz,buckle,
2577,True,7800,False,cartier,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,white,Tank Louis,Standard,1985,True,41,0.0,1.0,quartz,buckle,17
2578,False,7800,False,cartier,False,gold/steel,False,steel,False,steel,False,steel,white,Santos,Galbée,2011,True,15,1.0,1.0,automatic,"fold clasp, hidden",21
2579,False,5499,False,cartier,False,steel,False,,False,leather,False,,grey,Drive de Cartier,Standard,,False,,0.0,1.0,automatic,fold clasp,27
2580,False,3830,False,cartier,False,steel,False,,False,leather,False,steel,black,Tank,Standard,2024,False,2,1.0,1.0,quartz,buckle,
2581,False,4999,False,cartier,False,steel,False,ceramic,False,leather,False,steel,blue,Calibre de Cartier,Diver,2019,True,7,0.0,1.0,automatic,buckle,
2582,True,8995,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Unknown/Other,Standard,,False,,0.0,1.0,automatic,buckle,23
2583,False,8395,False,cartier,False,steel,False,steel,False,rubber,False,steel,silver,Santos,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,35
2584,False,2999,False,cartier,False,,False,,False,,False,,white,,,,False,,1.0,1.0,automatic,,
2585,False,5920,True,cartier,False,white gold,False,,False,,False,,,Unknown/Other,Standard,,False,,0.0,1.0,,,
2586,True,3800,False,cartier,False,steel,False,steel,False,steel,False,steel,mother of pearl,Panthère,Standard,,False,,0.0,1.0,quartz,,
2587,True,5850,False,cartier,False,steel,False,steel,False,alligator skin,False,steel,black,Santos 100,Standard,2017,False,9,1.0,1.0,automatic,fold clasp,23
2588,False,475000,False,cartier,False,platinum,False,,False,,False,,silver,Crash,Standard,2025,False,1,1.0,1.0,,,
2589,True,6100,False,cartier,False,gold/steel,False,steel,False,gold/steel,False,steel,white,Santos,Demoiselle,2009,False,17,1.0,1.0,quartz,,
2590,False,10290,False,cartier,False,white gold,False,,False,leather,False,,white,Pasha,Standard,2010,True,16,0.0,1.0,automatic,,
2591,True,7299,False,cartier,False,steel,False,,False,steel,False,,silver,Pasha,Standard,2023,True,3,1.0,1.0,automatic,,
2592,False,,False,cartier,False,"gold/steel, steel",False,,False,gold/steel,False,steel,"silver, white",Panthère,Standard,1992,False,34,,,quartz,,
2593,False,16300,False,cartier,False,,False,white gold,False,leather,False,,,Unknown/Other,Standard,,False,,0.0,1.0,automatic,fold clasp,
2594,False,3499,False,cartier,False,,False,,False,steel,False,,,Tank Française,Standard,,False,,0.0,1.0,automatic,,
2595,False,26950,False,cartier,False,white gold,False,,False,alligator skin,False,,silver,Unknown/Other,Standard,,False,,1.0,1.0,manual winding,buckle,
2596,True,5800,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Pasha,Standard,,False,,1.0,1.0,automatic,fold clasp,23
2597,False,3726,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,white,Panthère,Standard,1990,True,36,1.0,1.0,quartz,,
2598,False,8634,False,cartier,False,steel,False,steel,False,steel,False,steel,blue,Santos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,23
2599,False,4195,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Tank,Standard,,False,,0.0,1.0,automatic,fold clasp,23
2600,True,2990,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,white,Santos,Standard,1990,True,36,0.0,1.0,automatic,fold clasp,
2601,False,2750,False,cartier,False,,False,,False,leather,False,,white,,,1990,True,36,0.0,1.0,manual winding,,17
2602,False,10395,False,cartier,False,steel,False,yellow gold,False,gold/steel,False,,silver,Panthère,Standard,2025,False,1,1.0,1.0,,,
2603,False,10735,False,cartier,False,yellow gold,False,yellow gold,False,textile,False,yellow gold,silver,Roadster,Standard,2000,True,26,0.0,1.0,automatic,fold clasp,
2604,True,3790,False,cartier,False,steel,False,steel,False,leather,False,steel,black,Ballon Bleu,Standard,2016,False,10,1.0,1.0,automatic,fold clasp,
2605,False,8500,False,cartier,False,rose gold,False,,False,leather,False,,silver,Santos Dumont,Standard,,False,,0.0,1.0,manual winding,,
2606,False,13900,False,cartier,False,yellow gold,False,,False,yellow gold,False,,white,Baignoire,Standard,2025,False,1,1.0,1.0,quartz,,
2607,True,6999,False,cartier,False,steel,False,steel,False,leather,False,,silver,Santos Dumont,Standard,2024,False,2,1.0,1.0,manual winding,buckle,
2608,False,62800,False,cartier,False,,False,steel,False,crocodile skin,False,steel,green,Santos Dumont,Standard,2023,False,3,1.0,1.0,manual winding,buckle,
2609,False,3113,True,cartier,False,,False,,False,leather,False,,champagne,Tank,Vermeil,,False,,0.0,1.0,quartz,,
2610,False,3800,False,cartier,False,silver,False,silver,False,leather,False,steel,white,Tank,Standard,2000,True,26,0.0,1.0,quartz,fold clasp,
2611,False,10500,False,cartier,False,steel,False,,False,steel,False,,silver,Santos,Standard,2022,False,4,1.0,1.0,automatic,,
2612,False,13975,False,cartier,False,yellow gold,False,,False,leather,False,,white,Tank Louis,Standard,1970,True,56,0.0,1.0,automatic,,17
2613,False,2999,False,cartier,False,steel,False,,False,,False,,pink,Roadster,Standard,,False,,1.0,1.0,quartz,,
2614,False,2695,False,cartier,False,,False,,False,,False,,,Pasha,Seatimer,,False,,0.0,1.0,,,
2615,False,18684,False,cartier,False,,False,,False,,False,,white,Santos,Galbée,1990,True,36,1.0,1.0,quartz,,
2616,True,2850,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Ronde Solo de Cartier,Standard,,False,,1.0,1.0,automatic,fold clasp,21
2617,False,34000,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,silver,Santos,Standard,2025,False,1,1.0,1.0,automatic,double-fold clasp,23
2618,True,14999,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,,blue,,,,False,,0.0,1.0,quartz,fold clasp,
2619,False,8995,False,cartier,False,steel,False,steel,False,rubber,False,steel,silver,Santos,Standard,2020,True,6,1.0,1.0,automatic,fold clasp,35
2620,False,18500,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,white,Panthère,Standard,,False,,0.0,1.0,quartz,double-fold clasp,
2621,False,9353,True,cartier,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,white,Baignoire,Standard,,False,,0.0,1.0,quartz,,
2622,False,3499,False,cartier,False,gold/steel,False,,False,,False,,,Santos,Standard,,False,,0.0,1.0,quartz,,
2623,False,4251,False,cartier,False,,False,,False,,False,,,Tank,Standard,2021,False,5,1.0,1.0,quartz,,
2624,False,16499,False,cartier,False,rose gold,False,,False,rose gold,False,,silver,Baignoire,Standard,,False,,1.0,1.0,quartz,,
2625,True,4550,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Tank,Solo,2013,False,13,1.0,1.0,quartz,fold clasp,
2626,False,4140,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Unknown/Other,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,23
2627,False,5145,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Panthère,Standard,2023,False,3,1.0,1.0,quartz,fold clasp,
2628,True,9950,False,cartier,False,yellow gold,False,,False,leather,False,yellow gold,silver,Pasha,Standard,,False,,1.0,1.0,automatic,buckle,27
2629,False,7195,False,cartier,False,steel,False,steel,False,steel,False,steel,grey,Santos,Standard,2026,False,0,1.0,1.0,automatic,double-fold clasp,23
2630,False,6190,False,cartier,False,white gold,False,white gold,False,leather,False,white gold,pink,Unknown/Other,Standard,,False,,0.0,1.0,quartz,buckle,
2631,False,6200,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Santos,Galbée,1990,True,36,1.0,1.0,automatic,fold clasp,21
2632,False,25395,False,cartier,False,yellow gold,False,,False,,False,,silver,Panthère,Standard,2026,False,0,1.0,1.0,,,
2633,False,8500,False,cartier,False,steel,False,steel,False,leather,False,steel,white,Santos 100,Standard,2018,False,8,1.0,1.0,automatic,double-fold clasp,21
2634,False,5000,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Tank,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,23
2635,False,12919,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,white,Panthère,Standard,1995,True,31,1.0,1.0,quartz,double-fold clasp,
2636,True,38750,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,white,Santos,Standard,2022,False,4,1.0,1.0,automatic,double-fold clasp,23
2637,True,2900,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Tank Française,Standard,2000,False,26,1.0,1.0,quartz,double-fold clasp,4
2638,False,7535,False,cartier,False,yellow gold,False,,False,crocodile skin,False,yellow gold,silver,Unknown/Other,Standard,2000,True,26,0.0,1.0,quartz,fold clasp,
2639,False,4500,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Santos,Standard,1990,True,36,1.0,1.0,automatic,fold clasp,
2640,False,12460,False,cartier,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,silver,Ballon Bleu,Standard,2011,False,15,1.0,1.0,manual winding,,
2641,False,11950,False,cartier,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,white,Tank Louis,Standard,,False,,0.0,1.0,manual winding,,
2642,False,4950,False,cartier,False,steel,False,steel,False,crocodile skin,False,steel,white,Drive de Cartier,Standard,2018,False,8,1.0,1.0,automatic,fold clasp,27
2643,True,7400,False,cartier,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,white,Tank Louis,Standard,,False,,0.0,1.0,quartz,buckle,
2644,False,6890,False,cartier,False,steel,False,rose gold,False,crocodile skin,False,steel,silver,Santos Dumont,Standard,2023,False,3,1.0,1.0,quartz,buckle,
2645,False,4199,False,cartier,False,,False,,False,,False,,,Tank,Standard,,False,,1.0,1.0,automatic,,
2646,False,5900,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,white,Santos,Galbée,2000,True,26,1.0,1.0,quartz,fold clasp,
2647,True,3950,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Tank,Solo,,False,,0.0,1.0,automatic,fold clasp,
2648,False,8495,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,grey,Santos,Standard,,False,,0.0,1.0,automatic,fold clasp,25
2649,False,3113,True,cartier,False,steel,False,steel,False,steel,False,,white,Pasha,Standard,,False,,0.0,1.0,automatic,,
2650,True,5999,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Ballon Bleu,Standard,,False,,0.0,1.0,automatic,fold clasp,
2651,False,2999,False,cartier,False,steel,False,steel,False,steel,False,steel,white,Tank Française,Standard,,False,,0.0,1.0,quartz,double-fold clasp,
2652,False,9050,False,cartier,False,white gold,False,,False,leather,False,white gold,silver,Tank Louis,Standard,2011,False,15,1.0,1.0,quartz,buckle,
2653,False,1250,False,cartier,False,silver,False,silver,False,leather,False,,white,,,1990,True,36,0.0,1.0,quartz,fold clasp,
2654,True,4800,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Tank,Anglaise,,False,,1.0,1.0,automatic,fold clasp,25
2655,False,2450,False,cartier,False,gold/steel,False,yellow gold,False,leather,False,,white,,,,False,,0.0,1.0,quartz,buckle,
2656,True,8995,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Santos,Standard,,False,,0.0,1.0,automatic,"fold clasp, hidden",
2657,False,2600,False,cartier,False,,False,,False,,False,,blue,Tank,Standard,,False,,0.0,1.0,,,
2658,False,13300,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,white,Panthère,Standard,,False,,0.0,1.0,quartz,double-fold clasp,
2659,True,20850,False,cartier,False,white gold,False,white gold,False,white gold,False,white gold,white,Tank Américaine,Standard,,False,,1.0,1.0,automatic,buckle,
2660,True,6495,False,cartier,False,yellow gold,False,,False,leather,False,,white,Tank Louis,Standard,,False,,0.0,1.0,manual winding,,
2661,False,7999,False,cartier,False,steel,False,steel,False,steel,False,steel,green,Santos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,23
2662,False,2500,False,cartier,False,silver,False,,False,leather,False,,white,Unknown/Other,Standard,1970,True,56,0.0,1.0,manual winding,,17
2663,False,8400,False,cartier,False,yellow gold,False,,False,leather,False,,silver,Tank Louis,Standard,2025,False,1,1.0,1.0,quartz,buckle,
2664,False,15500,False,cartier,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,white,,,1984,False,42,1.0,1.0,automatic,fold clasp,
2665,False,15000,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Santos,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,23
2666,True,10250,False,cartier,False,gold/steel,False,yellow gold,False,gold/steel,False,,silver,Panthère,Standard,2025,False,1,1.0,1.0,quartz,fold clasp,
2667,True,4850,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Ballon Bleu,Standard,2017,False,9,1.0,1.0,automatic,double-fold clasp,21
2668,False,3495,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Roadster,Standard,,False,,0.0,1.0,automatic,fold clasp,21
2669,True,10800,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Santos,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,23
2670,True,3995,False,cartier,False,steel,False,steel,False,steel,False,steel,silver,Ballon Bleu,Standard,,False,,0.0,1.0,automatic,fold clasp,
2671,True,8675,False,cartier,False,steel,False,steel,False,rubber,False,steel,silver,Santos,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,35
2672,False,3750,False,cartier,False,steel,False,steel,False,leather,False,steel,white,Tank,Solo,,False,,0.0,1.0,automatic,fold clasp,21
2673,False,8295,False,cartier,False,yellow gold,False,yellow gold,False,alligator skin,False,,silver,Tank Louis,Standard,2026,False,0,1.0,1.0,,,
2674,False,3500,False,cartier,False,,False,,False,,False,,white,Unknown/Other,Standard,,False,,0.0,1.0,,,
2675,True,118700,False,cartier,False,white gold,False,white gold,False,leather,False,white gold,skeletonized,Rotonde de Cartier,Standard,,False,,1.0,1.0,manual winding,double-fold clasp,23
2676,True,11699,False,cartier,False,yellow gold,False,yellow gold,False,crocodile skin,False,yellow gold,red,Tank Louis,Standard,2022,True,4,1.0,1.0,manual winding,buckle,
2677,False,3000,False,cartier,False,,False,,False,,False,,blue,Tank,Standard,,False,,0.0,1.0,,,
2678,False,6500,False,cartier,False,yellow gold,False,yellow gold,False,,False,,champagne,,,1920,True,106,0.0,1.0,manual winding,,
2679,False,25995,False,cartier,False,rose gold,False,,False,alligator skin,False,,grey,Tank,Standard,2022,False,4,1.0,1.0,,,
2680,False,5713,True,cartier,False,gold/steel,False,yellow gold,False,,False,,white,Santos,Standard,,False,,0.0,1.0,automatic,,
2681,False,8000,False,cartier,False,steel,False,steel,False,steel,False,steel,green,Santos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,23
2682,False,4995,False,cartier,False,steel,False,steel,False,alligator skin,False,steel,black,Ballon Bleu,Standard,,False,,0.0,1.0,automatic,fold clasp,
2683,False,3380,False,cartier,False,steel,False,steel,False,leather,False,steel,silver,Tank,Solo,2000,True,26,0.0,1.0,quartz,fold clasp,
